Name,Date,Location,Stars,Subject,Comment,Response,Title
ANILSETH,14 May 2014,"
NEW DELHI
",2,Good Group of Hotels but Bad Services,"
I was in this hotel with my family. The hotel is taken over by Sterling Group recently, which has good properties in other parts of India and are very well maintained but particularly in this hotel I found-
The Bed Sheets and Pillow Covers were not up to the mark.
Smell in the room.
Service at Restaurant was very poor....
",,"
Lonavala - Under the Over
"
Dinesh V,3 May 2014,"
",4,Under the over,"
The resort of sterling was nice. I was stay hear for four nights from 28th april to 1 st if may 2014.
All over stay was good. Resort room manager Mr Mukesh gupta is very nice and help full person. There is not more indoor or outdoor activity. 3rd floor of resort is some games available like chess
Carom lodo...
",,"
Lonavala - Under the Over
"
Traveller_Talegaon,16 April 2014,"
Pune
",4,Good place to stay,"
We stayed in this hotel for 2 nights and were happy with the facilities provided. Rooms and bathrooms are clean and comfortable. In fact, the entire premises are very clean and well maintained. Room service is also good. Food served in the restaurant is very tasty, although slightly expensive. The small lawn and the swimming pool provide a place for...
",,"
Lonavala - Under the Over
"
SijilSalim,8 June 2014,"
Bengaluru (Bangalore), India
",2,Avoid guest rooms,"
My first trip as sterling member, I am really unsatisfied with the quality of room given to me and my family. Used bed sheets given to us, totally untidy. No Pest control done as lots of fly's roaming around freely in our room, if u go early for lunch then u will get entire dish otherwise all are empty, Hotel...
",,"
Kodai - Valley View, A Sterling Holidays Resort
"
ashok7171,8 June 2014,"
mumbai
",4,Relaxed holiday,"
we stayed at valley view in one bhk apt .the room was very spacious with TV,kitchen net ,dinning and sofa cum bed in the ground floor and five steps leading to the bath and bed room. There was a sit out with lovely flowers n trees.the kitchen net consisted of kettle n microwave .we had taken popcorn packets which we...
",,"
Kodai - Valley View, A Sterling Holidays Resort
"
happygoluckyBA,7 June 2014,"
Kolkata
",3,Good wide spread landscape and good view,"
the Valley view is a good stay for people who had planned for 2 days stay in KQN. Beautiful flowers and a good property spreaded over 6 acres,very friendly staff but the rooms needs renovation to match the other higher starred hotels near the lake. The property needs maintenance, as the rooms carpets are worn out and house flies are...
",,"
Kodai - Valley View, A Sterling Holidays Resort
"
Techno_Savvy2208,4 June 2014,"
Hyderabad, Andhra Pradesh, India
",4,Comfortable Stay,"
After much deliberation on choice of spot of holiday; my family ( would include my in-laws ) zeroed down to Kodaikanal. My wife's uncle is a Sterling Resorts member and very kindly extended his timeshare of a week to us.
My family and in-laws reached 4 days before me and conveyed that everything was alright.
I reached in very tiring...
",,"
Kodai - Valley View, A Sterling Holidays Resort
"
SVSatya,27 May 2014,"
Hyderabad, India
",4,Should visit once,"
Been there for 2 days with family. It was raining and chilling. A totally different experience. First time to Kodai. Valley is filled with clouds. Infact, before we checked in, we have inquired whether they have ac rooms. The rooms do not need fans or ac, it is so chilling. We also used the room heaters. The location and the...
",,"
Kodai - Valley View, A Sterling Holidays Resort
"
shaju c,24 May 2014,"
",1,Think before u spend,"
Nothing to rate, not worth to recommend. Used bed sheets given to us, totally untidy. Pest control done as lots of fly's roaming around freely as free package. Fan regulator adjusted with the help of maintenance person. if u go early for dinner then u will get entire dish otherwise forget it. Hotel staff will tell u it will be...
",,"
Kodai - Valley View, A Sterling Holidays Resort
"
CoimbatoreVas,20 May 2014,"
coimbatore
",2,Terrible,"
The rooms are not at all clean. there are 10 renovated guest rooms. If you get any of them you are lucky. they are excellent. I stayed one night in the old rooms and after much pressure changed to the renovated rooms. till it is wholly renovated don't go there.
",,"
Kodai - Valley View, A Sterling Holidays Resort
"
Sivakumar P,16 May 2014,"
Chennai
",2,Not Worth,"
Poor Service. Dirty rooms. Stinking odour all over the resort. Breakfast served at a place where hygiene is at bay. Room is uncomfortably small, room was neither cleaned nor bed linen was changed. Horrible experience.
","
Dear Sir,
Greetings from Sterling Holidays!
We are deeply concerned about your experience at Kodai - Valley View.
We have taken note of the concerns shared by you regarding rooms, service, and housekeeping and have shared your feedback with the Resort Management Team at our corporate office.
At Sterling, we strive to deliver the best possible experiences to our members...
","
Kodai - Valley View, A Sterling Holidays Resort
"
sumanair,10 May 2014,"
Trivandrum, India
",2,Sterling Kodai Valleyview experience very bitter,"
I with family members have been at kodai valleyview on 28th and 29th April 2014. Being a member I am not informed the complimentary offer on that month. But I got information from the public. We are provided studio apartments on the topside. Very bad ambience around. Bad Smell all around. Bedroom and Bathroom very poorly maintained. Staff find not...
",,"
Kodai - Valley View, A Sterling Holidays Resort
"
RAJA60,8 May 2014,"
Tirupur, India
",4,"""Lovable moments in an valley viewed resorts""","
We travelled for kodai valley view before four months and before many times.now a days quality improved a lot.food is little bid costly.room service ok.Rooms are neat and clean.Two years before there is kitchen facility in some rooms.Now a days they are giving simply a microwave oven.Cottages are spacious.Hospitality is good.
",,"
Kodai - Valley View, A Sterling Holidays Resort
"
Debasishmajumdar,4 May 2014,"
Kolkata, India
",5,Holiday at Sterling Puri,"
We visited Puri during 25th April and stayed at Sterling for two days. It was a superb experience as this is the only hotel in Puri that is situated at the confluence of the river and the sea. The sight is breathtaking in the early morning. We were booked in a duplex suite which was excellent and at par with...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
Saswatimajumder,29 April 2014,"
Calcutta, Ohio
",5,Stay at Sterling,"
We have visited Puri so many times , but this time staying at Sterling resort made our trip very very special . We had put in room no. 209 which was a duplex suite , it was very cosy and pretty . The property is situated on the outskirts of puri , a very beautiful location indeed . Room service...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
pinks2014,19 April 2014,"
Kolkata, India
",5,A true relaxing Holiday,"
Bravo !! Excellent !! Super Room Service, All this words are really valuable for this hotel. We stayed last week in puri IE from 12th of April to 15th of April. I have booked one regular room for 4 nights & they make my trip really awesome. Great service, very tasty food for lunch & snacks. Room service is very...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
kumar1986,14 April 2014,"
Cuttack, Orissa, India
",1,Rating of -10 out of 10,"
I would like to start from the road connecting this hotel. One needs to own a SUV to reach this hotel, the roads r pathetic. Very poor service. Food is too expensive. Imagine 2 liter cola bottle for one hundred forty only plus taxes. Thank god we were localities n didn't had any trouble eating outside in d VIP road....
","
Dear Sir,
Greetings from Sterling Holidays!We are deeply concerned about your experience at Puri - Golden Sands .
Our executive has already got in touch with you to understand your concerns better. We have shared your concerns regarding the pricing of food, service and power with the Resort Management Team at our corporate office.Please be assured necessary action will be...
","
Puri - Golden Sands, A Sterling Holidays Resort
"
anandkol,14 April 2014,"
Kolkata
",5,Stay @ Sterling : 12.04.2014 to 15.04.2014,"
Check-in was smooth and were allotted room no 228. We were stunned to see the room. It had a dining space, a separate sitting area and a bedroom with large and spacious toilet. The large windows overlooking the garden and the Bhargvi river allowed plenty of light and air into the rooms. The swimming pool was well-maintained and the entire...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
velamur,6 April 2014,"
Hyderabad, Andhra Pradesh, India
",3,"Not a ""Sterling"" Experience !","
First off, this resort is certainly not the place to stay in case you are going for the temple visit. Tucked away way 2 Kms off the city beach limits, this resort is only for the ""Couple"" wanting to get away from it all. For there is nothing to do here besides swimming in the pool , or sitting on...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
Paul_Kolkata,26 March 2014,"
Kolkata, India
",4,Stay @ Sterling : 22/3/14 to 25/3/2014,"
Pros :
1) Good Service
2) Good Food
3) Great Ambiance
4) Smooth Check In / Out
Cons :
1) Far from Swargadwar : 5Km
2) Drop / Pick Up Facility is expensive : 450 / per family.
3)Dimly lit rooms
4) No AC in the Living Rooms,also the Fan provided in the Living is a Wall mounted one and...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
sankvid,25 March 2014,"
Mumbai, India
",3,"Calm place, bit hard to reach","
This is the 2nd time I have been to this resort over the past few years and it still is a good place to relax.
Located at quite a distance from the city centre itself, one needs a larger vehicle (think Jeep or SUV) to reach this place due to the distance and very sandy and badly maintained (or not...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
Babul2014,20 March 2014,"
Bengaluru (Bangalore), India
",5,One of the best resort in Puri,"
It's been only a week since I came back but I want to go there again immediately. The resort is well maintained.Swimming pool view was amazing! Watching the sunset by the pool.
-Food -
The spread was good. We ordered room service during one of the night and the staff set up everything for us at the balcony (Dinner under...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
chetanbasuray,1 March 2014,"
Kolkata, India
",4,Good Place,"
Good place, away from the hustle of the main city.
It is a little difficult to reach this place because it is not yet connected by proper roads, so you will need a personal car. Also worth mentioning is that you will have to travel on muddy fields, so make sure your vehicle can travel on those roads. Once you...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
Ajay G,18 February 2015,"
Lucknow
",3,small and beautiful but need improvement,"
A striking but small property with wooden paneled rooms with good ambiance. It looks very beautiful as soon as you enter with swimming pool just on enterence. Reception staff is not very helpful. We were two families had booked 3 rooms and we requested to allot us all the rooms in the same block even on previous day but when...
","
Dear Sir,
Namaste!
Thank you for choosing to holiday with us at Thekkady - Woods n Spice. We appreciate your taking the time to share your review of our resort.
We are concerned to learn that the inability of our reception staff to allocate rooms as per your request was a major cause of displeasure during your stay. We have...
","
Thekkady - Woods n Spice, A Sterling Holidays Resort
"
amit_more2004,18 February 2015,"
Bengaluru (Bangalore), India
",4,Amazing resort.......royal wood feeling,"
First feeling as we entered was wow. Beautiful interior..Pool holiday activity like table tenis, badminton . Bon fire was also there danced a lot. Food is good. Hotel staff is very good, always smiling. want to go again, spent quality time.
",,"
Thekkady - Woods n Spice, A Sterling Holidays Resort
"
loungani,16 February 2015,"
",2,poor show,"
This hotel was not up to our expectations at all, we were there during winters and had lot of problem with getting hot water in bathrooms, food is very average we were eating out mostly, what we came to know was that they provide their best rooms only to their sterling club members, which was is not fair at all,
","
Dear Sir/Ma'am,
Namaste!
We appreciate you taking the time to share your review of Thekkady - Woods n Spice.
We are extremely sorry for not delivering a holiday experience that did not meet your expectations. Please accept our most sincere apologies for the inconvenience caused with regard to the hot water supply and food being served at the resorts. We...
","
Thekkady - Woods n Spice, A Sterling Holidays Resort
"
Shyamal3105,12 February 2015,"
Ahmedabad, India
",4,Amazing Property!,"
The property is simply amazing! Right from ambiance of the rooms to hospitality of the staff, this is the hotel you should look to be at in Thekkady. Because it is very well known, make sure you book well in advance. Also the if you get a room by the pool, the mornings are simply awesome!
",,"
Thekkady - Woods n Spice, A Sterling Holidays Resort
"
Lamarina26,12 February 2015,"
uk
",2,Not good value for money & receptionist could do with customer training!,"
We stayed here for 3 nights in January. We were a party of 6 who booked 3 rooms with booking.com but on arrival we were told we had only booked 2 rooms. Even though I showed them the printed confirmation they insisted that we had only booked 2 rooms!
They said they did not have any other rooms but we...
","
Dear Ma'am,
Namaste!
Thank you for choosing Thekkady - Woods n Spice for your holiday. We appreciate you taking the time to share your review of our resort.
We sincerely apologize for being unable to deliver a memorable holiday experience to you and your friends. We are particularly concerned about the issue you faced regarding the allocation of rooms. We...
","
Thekkady - Woods n Spice, A Sterling Holidays Resort
"
abhimanyu a,3 February 2015,"
Darjeeling, India
",4,Grt property..,"
i have been to quite number of sterling properties but the one in thekkady stands alone among all. beautiful resort with cottages and a nice swimming pool. the welcome drink at the resort ie spice tea or something was amazing it just relieved us from our tiredness after long journey. the staff was very courteous and friendly. the rooms were...
",,"
Thekkady - Woods n Spice, A Sterling Holidays Resort
"
viral123,29 January 2015,"
Rajkot, Gujarat, India
",3,"Stay was good, food was average","
I was here in Dec, 2014 from Thomas cook group tour. I stayed here for one night. Resort is nice, spacious and good. However, Food is average and food service is very slow. Further, parking is not spacious. Hence. It is good for stay but average for food.
",,"
Thekkady - Woods n Spice, A Sterling Holidays Resort
"
bharati2408,27 January 2015,"
Bhubaneswar, India
",5,awesome heritage style resort for peace lovers,"
Hotel is in a quite lane near the old abandoned entrance of periyar tiger reserve. It is a wooden structured heritage style resort with good modern style facilities, good food and relaxing spa and massage therapies. Complimentary breakfast was really splendid! one can also enjoy the indoor games in the resort like chess, carom, table tennis, & lots more. A...
",,"
Thekkady - Woods n Spice, A Sterling Holidays Resort
"
ruchikajohar,15 January 2015,"
Pune, India
",4,Very aptly named resort!,"
It is lovely resort, bang near the entrance of the forest, in a quiet lane. The in room service and otherwise was very good, as were the rooms. All essentials were provided and the room was guest ready, (unlike other places we stayed at in Kerala,where one had to constantly remind the staff for providing basics.)
The complimentary breakfast was...
",,"
Thekkady - Woods n Spice, A Sterling Holidays Resort
"
Vipul V,11 January 2015,"
",3,Our stay,"
I stayed here for 2 nights with my family.
Hotel is located nicely but is in a remote location.
Was disappointed with size of the room and the location for sterling members.
We didn't had food in the hotel.
Since thekkady is a small place connectivity to all places was good.
Recommended to take good view of the hotel if...
",,"
Thekkady - Woods n Spice, A Sterling Holidays Resort
"
Janish S,19 February 2014,"
",4,Off season is best time,"
Very good place and courteous staff. I checked in late in evening but food was still served hot. Heater is complimentary. You can also buy wollen caps and socks over the reception counter. Its in the market so traveling locally is not an issue. You could avail of local taxi for tourist from the hotel too
",,"
Manali - White Mist, A Sterling Holidays Resort
"
ganmax4cast,10 February 2014,"
Mumbai, India
",2,True Story - Avoid this hotel or book online to save price atleast,"
I had booked this place through RCI. And I'm repenting my decision to visit this hotel. This hotel is very big but is look like budgeted hotel. I had visited this place with my family includes my 3 yr old daughter. This hotel look good from exterior but interiors are pathetic. Floor was broken, tiles was broken, no light in...
",,"
Manali - White Mist, A Sterling Holidays Resort
"
Vivek9779,9 February 2014,"
Mysore, India
",2,as per my requirement i did not get same room,"
when i booked clearly i written i need view room but i got third class room out of my expectation . when i told to reception he told me we have not another room. but those room i see in photo during booking i was completetly opposite. and i shoked sterling have this type of rooms
",,"
Manali - White Mist, A Sterling Holidays Resort
"
KalyaniChatterjea,14 January 2014,"
Singapore, Singapore
",3,Not a good experience,"
I was allotted to a room where in accessibility was only through stairs,there were no lifts,each n every time have to travel 3 floors down n up....hat water available in bathroom only from 6.30 to 10.30....so after that u need to suffer with chilled water in extremely cold weather...its very bad that geysers are not provided in bathroom....it was very...
","
Dear Sir,
Greetings from Sterling Holidays.
Thank you for taking the time to share your experience at our Manali - White Mist.
We have shared your concerns regarding the room, amenities and facilities with the resort management team at corporate office.
We hope you will visit us again and give us an opportunity to showcase our commitment towards delivering memorable...
","
Manali - White Mist, A Sterling Holidays Resort
"
Aditya M,10 January 2014,"
Mumbai, India
",5,Wonderful 5 days in Manali,"
We stayed at White Mist, a Sterling Holidays Resort through our RCI exchange. The place is just next to Holiday Inn, where we had stayed during our previous visit to Manali. We were staying at a duplex unit, well furnished, with a lovely balcony, small kitchenette, with microwave and toaster etc. The facilities for the kitchenette were not exactly fantastic...
",,"
Manali - White Mist, A Sterling Holidays Resort
"
VishnuPondy,5 January 2014,"
Pondicherry, Pondicherry, India
",5,One of the Best Hotel in Manali (After Sarthak Resort),"
Got a chance to stay at this Resort .Nice Resort.
Location is good. Market just 15 min away from hotel. Very professional staff in all Manali.
Superb restaurant & lobby. Food is awesome (but quite expensive).
Special thanks to Mr. Hemant (F& B). Very humble and helpful.
Overall stay was nice & very silent place. Highly recommended for Honeymooners.
",,"
Manali - White Mist, A Sterling Holidays Resort
"
RohitMantri,5 January 2014,"
Parbhani, India
",2,Sterling Resorts in South offer better service and food,"
Very bad food. Hot chocolate was very bad. Hot water instead was tastier. Rooms were clean but the shower area needs attention. The chef for sure needs more training to provide better quality food. On new year eve they block the main entrance and make you go through the basement. Lift 90% of the time does not work. With 2...
","
Dear Sir,
Greetings from Sterling Holidays! We have noted your concerns regarding food and lift service at Manali  White Mist. Your complaints have been shared with the resort management.
Sterling maintains highest standards in quality of food across our resorts. We request you to consider your experience as an exceptional case. We thank you for your honest feedback and...
","
Manali - White Mist, A Sterling Holidays Resort
"
rkpuri,31 December 2013,"
Chandigarh, India
",4,white mist sterling @ manali,"
Peaceful location with all the amenities in the near by location. Got a warm welcome from the staff. Rooms are very comfortable. Can be great if WI-fi is also provided. Recommended to stay least once.
",,"
Manali - White Mist, A Sterling Holidays Resort
"
James P,26 December 2013,"
Cochin
",4,Well kept for Members,"
Sterling is located in Village Pirni on the outskirts of beautiful Manali. We were offered this accommodation by a friend of ours who is member of Sterling. We were given accommodation in a spacious room with kitchenette. The room was very clean and it's one side opening to a small lawn. There is a room service and food is very...
",,"
Manali - White Mist, A Sterling Holidays Resort
"
snap27,2 February 2014,"
London, United Kingdom
",5,Excellent Service to start a lifetime holiday,"
We were a group of 8 people (all elderly bar one) who had the pleasure of being here in early January.
We got picked from Puri Rail Station some 6 hrs after actual arrival time due to delays on the train (due to signal and platform issues!!! I shall talk about that some other time!!) On the way we went...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
Hrishikesh_Rode,27 January 2014,"
Bengaluru (Bangalore), India
",2,This is not at all good resort to stay. Away from main road,"
From the looks and service you will feel that this resort will get close anytime. This is away from main road. You need to pay large amount to travel desk for any travel to temple also. No public service is available. Rooms also are not in good condition. We stayed here for 2 night on Dec 26th till 28th. Restaurant...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
Lakshmanan T,24 January 2014,"
Tirupur, Tamil Nadu, India
",4,Acceptable Resort in Puri,"
First i must say that the service of the staff was very good and the food was good. More than the food the way the staff attended made us enjoy the food. The resort was neat and had a beautiful private beach. The only draw back in the resort was that the rooms were very old and it needs an...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
SanjibGhosh,20 January 2014,"
Kolkata, India
",5,Wonderful Holiday experience which we will rate 10 on 10,"
We along with family and friends (18 guests) suddenly decided to visit Puri on 2nd Jan 2014 and Sterling resorts had been very helpful to arrange rooms for all of us in such notice during such peak season. Hats off to Sterling as such efficiency and helpful nature I had never experienced from any other highly rated Holiday clubs affiliated...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
saikat_ranjan,11 January 2014,"
Kolkata, India
",5,Best Holiday Destination for Relaxation,"
In my opinion, to have a nice & fantastic holiday & also to have a great relaxation at Puri, Orissa, there can be nothing better than Sterling resorts, Puri due to it's excellent surrounding & ambience. The most important that we would generally prefer to have is our meals. The meals there are extraordinary & excellent cooking by their chefs....
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
DEBADATTA2014,11 January 2014,"
Kolkata, India
",5,A VERY REFRESHING EXPERIENCE,"
It has been a great experience or us during our very short stay.The property is very nicely kept,has lot of greenery,one gets optimum privacy since the rooms are very well spread out.
the duplex rooms are really nice and gives a feeling of home.The food is also very good and to top it all the Staff are very cordial and...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
blabrique,7 January 2014,"
Kolkata, India
",4,"Warmth, smiles and hospitality sums up our lovely stay in Golden Sands.","
The Resort is very attractive and well spaced out. The ground are well maintained and very clean. The rooms are comfortable but a tiny bit of maintenance would be in order. The food was very good. Would advise the Tandoori Chicken, simply mouthwatering., The biryani was excellent,
What made our stay memorable was the smiles and ready service of managment...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
debolina_banerjee,11 December 2013,"
Kolkata, India
",5,Perfect Place to Unwind,"
We were looking for a property that was located in a quieter area of Puri. We really liked the images of this property and contacted the hotel directly for a quote. They gave a deal cheaper than those on any of the online travel sites for 2 nights / 3 days stay and so we grabbed it. We drove directly...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
meghdut_sen,6 December 2013,"
Kolkata, India
",5,Truly innovative cuisine & excellent experience,"
This is my third time staying in the Sterling Resort Puri. Unless something has changed drastically since the last time I have been there, I was satisfied with my stay at the Sterling Resort Puri Golden Sands. The price for this resorts seemed a little cheaper. For the area, I don't think that it is too pricey. This place is...
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
TUSHAR5642,1 December 2013,"
Cuttack, India
",1,Never recommended. Overpriced and not maintained,"
I ignored the reviews and suffered. It is not properly maintained. the rooms are big but stink. The AC does not have controls and throws water. The furniture has stains. the location of the hotel is also remote. overpriced. never recommended.
",,"
Puri - Golden Sands, A Sterling Holidays Resort
"
NAWABsajidshaikh,20 May 2014,"
Mumbai, India
",3,goa villagio needs improvement,"
i stayed at goa villagio in month of may 2014. i found property mentioned well. need to improve food quality. option for buffet to members are reasonable but need to increase menu items and also quality of food which was average. need for external activities will also improve attractions.
",,"
Goa - Villagio, A Sterling Holidays Resort
"
Chhubs,20 May 2014,"
Pune
",4,Cosy and Comfortable Resort,"
We stayed here for the second time and will certainly go back. The rooms are very spacious and cleaned thoroughly everyday. The resort hass a beautiful swimming pool. The games room is very well equipped. The staff is very friendly and helpful.
Betalbatim beach is a kilometre away and Colva beach is very close. The restaurant severs both Indian and...
",,"
Goa - Villagio, A Sterling Holidays Resort
"
bhaveshkpatel2003,5 May 2014,"
Mumbai, India
",4,Good resort,"
I stayed in this resort from 29th April 2014 to 2nd May 2014. It is a good property, well maintained with a very helpful and charming staff. All my travel and sightseeing was taken care of... Willfully recommending the resort for a short vacation....
",,"
Goa - Villagio, A Sterling Holidays Resort
"
haely k,4 May 2014,"
",5,Serenely refreshing,"
It lies amidst beautiful n coolest beaches with excellent staff service in d most appropriate location. Ms. Saswati ; manager; at d resort is most helpful who made our stay there very comfortable n memorable. A big personal txs to her. Also Mr. Sham who is heading travel desk n various holiday activities; helped us immensely making our travel plans...
",,"
Goa - Villagio, A Sterling Holidays Resort
"
suvorovaelena,2 April 2014,"
Moscow, Russia
",5,Good Hotel,"
I stayed at Goa Villagio and I enjoyed my stay .Warm friendly team which make the place special good rooms/food everything is excellent . one needs to stay here to experience peace and tranquility. I will come back
Pasiba Harasho Goa Villagio
",,"
Goa - Villagio, A Sterling Holidays Resort
"
bingo2014,27 March 2014,"
Uttarkashi, India
",5,Lovely place,"
We stayed in the month of October,climate was awesome then.The poolside room where we stayed are nice and cosy.
Special mentioning about the F.O Staff,they were abosolutely perfect for the hotel, as they were always smilinmg and ready to help at any time our stay.
No problem at all.
",,"
Goa - Villagio, A Sterling Holidays Resort
"
igor1988,22 March 2014,"
Margao, India
",5,Good choice for South Goa,"
Very good hotel. Big and clean rooms, good breakfast. Friendly crowd is always ready to help. Betalbatim beach is situated not far from this hotel, about 7-10 min walking. The beach is one of the best in south Goa, because it is equipped with sunbeds, umbrellas, showers and toilets. You can have a good dinner in beach shacks. Sushant is...
",,"
Goa - Villagio, A Sterling Holidays Resort
"
ibawa,21 March 2014,"
Chandigarh, India
",4,RELAXING & soothing,"
If you are looking at some time away from the crowds this is the place . I am a avid international traveler and this has been the most relaxing trips . Excellent pool ,clean resort , smiling and helpful staff . Some small things though you need to keep in mind .
1. NO LIFTS so choose first floor as...
",,"
Goa - Villagio, A Sterling Holidays Resort
"
pomozova,20 March 2014,"
Moscow, Russia
",5,Excellent Stay,"
All karashoo,all very good and excellent.Enjoyed each sector,friendly and very helpful staff.Specially Abhijit and Peter.,Enjoyed Holi a lot wih Raindance.Will come back to Goa Villagio Again.Also want to recommend abou Sasha(FDoor man) and the Front Office staffs.
",,"
Goa - Villagio, A Sterling Holidays Resort
"
bawa35,15 March 2014,"
",5,Relaxing,"
If you are looking at some time away from the crowds this is the place . I am a avid international traveller and this has been the most relaxing trips .
Excellent pool ,clean resort , smiling and helpful staff .
Some small things though you need to keep in mind .
1. No shops nearby and beach is 600...
",,"
Goa - Villagio, A Sterling Holidays Resort
"
DrKrishnan,7 October 2014,"
Bengaluru (Bangalore), India
",4,a quick getaway with 2 nice treks in the hills / jungles nearby,"
We reached the resort in 3 1/2 hours from south Bangalore. The hill has world class roads.The resort is very nice. The rooms are spacious, clean and comfortable. Yelagiri itself is very built up. A nature park is very nicely laid out and one can enjoy with family for an hour strolling the garden with peace and quiet. There is...
",,"
Yelagiri - MariGold Ridge
"
RajeshNal,11 September 2014,"
Kochi, Kerala, India
",5,Wonderful experience,"
I will happily recommend this place to anyone. I was there for three nights and the experience was totally excellent. Nice people, nice restaurant and very nice food. My kids really enjoyed the stay there. They really had fun with all the games and kid's pool.
",,"
Yelagiri - MariGold Ridge
"
bencymohanr,9 September 2014,"
",4,Excellent stay,"
We stayed 2nights 3days and we had a pleasant stay.rooms were excellent. Especially corner rooms with temple and valley view are very nice(room no 1312)
Good service humble staffs....we had a great time..
",,"
Yelagiri - MariGold Ridge
"
Chids1907,2 September 2014,"
Bangalore
",4,Exhilarating holiday,"
Yelagiri is nothing but a idyllic and quite hill station with not much people around. And this is something which is a rarity these days where tourist destinations are over-crowded and enormously commercialized. To offer a perfect setting to this, we have Sterling's Marigold Riidge where I stayed with my family and completely made my holiday memorable. Just spending time...
",,"
Yelagiri - MariGold Ridge
"
priya n,26 August 2014,"
London, United Kingdom
",5,Comfortable and a pleasant stay,"
Stayed at Sterling MariGold Ridge Yelagiri for 2N and 3D along with my family. My parents had also joined. The rooms were very big and tastefully decorated. The restaurant is very good with sumptuous food. The combined breakfast/lunch and dinner was appropriately priced for the food on offer. The resort ambiance was very good and clean. There is an indoor...
",,"
Yelagiri - MariGold Ridge
"
sekharr,9 August 2014,"
Chennai, India
",4,"Nice hotel, very relaxing quiet hill station","
The Sterling property is well maintained, with large rooms and working aircons. Beds are comfortable; restaurant is small compared to the number of guests (I beleive it is always full on weekends), so you would have to wait for a while, which is quite tiresome especially at breakfast times. A few tables are set up in the lawn outside but...
",,"
Yelagiri - MariGold Ridge
"
BESTNATURE,18 June 2014,"
Secunderabad, India
",5,Relaxed Life,"
There are many hill resorts in India. But, almost all the resorts/places have become very commercial. At last, there is this place in Tamil Nadu, which is not very commercial. I took a group of 18 patients to Sterling MariGold Ridge on 13th June, 2014 and was there till 15th June, 2014. The staff were very cooperative and courteous, especially,...
",,"
Yelagiri - MariGold Ridge
"
DIPAKPATEL13,5 June 2014,"
SALEM, TAMIL NADU
",5,Beautiful & Serene,"
Yelagiri though a small town, the property maintained by sterling is excellent. Marigold Ridge has excellent rooms, beautiful views & very cordial staff. Food quality is really good & variety available at affordable prices... Our family we thoroughly enjoyed our stay & the best part was we got 2 extra rooms free on booking 1 room in off season. kudos...
",,"
Yelagiri - MariGold Ridge
"
prantapkalra,3 June 2014,"
Chennai, India
",5,Somethings money can buy!,"
We spent the 2013 Christmas at MariGold. Traveled by road from Chennai to MariGold. This was a family vacation, a gift from me to my wife and son.
Check-in formalities were completed effortlessly. Very friendly and courteous staff. These guys are just awesome!!
Murgan Temple is just 2 minutes away. Boating venue is 15 minutes away.
Few things that they...
",,"
Yelagiri - MariGold Ridge
"
Aditya M,11 May 2014,"
",3,Decent place for a weekend stay,"
Comfortable rooms, passable food and okay amenities. Not many options available at Yelagiri so this is the safest option. However, you need to haggle with the front desk to ensure you get a well located room.
",,"
Yelagiri - MariGold Ridge
"
Chandy84,1 November 2014,"
Bangalore, Karnataka, India
",3,Good hospitality however old resort - need renovation!,"
We reached here by noon and was welcomed by the staff. I must say one of the best hospitality by the staff with great efforts to make the customer comfortable.
However once we reached the room which was studio in the next block we were quite disappointed.it was very old building. infact there was nothing i could describe inside that...
","
Dear Sir,
Namaste!
Thank you for choosing Ooty - Elk Hill for your holiday.
We appreciate your taking the time to share your review of our resort.
We are grateful for your encouraging words about our staff, and the food and buffet. However, we are concerned about your disappointment because of the property not being up to the mark. In...
","
Ooty - Elk Hill, A Sterling Holidays Resort
"
Arunprasath V,1 November 2014,"
Bengaluru (Bangalore), India
",3,Overall an average stay.. Nice Location !!,"
We stayed for 3nights/2days.. We requested for renovated room but they gave old rooms only... It was very average.. but the bathrooms were very clean and neat.. hot water was available 24/7... heater was available.. room service was very good... but housekeeping was very average.. they didn't even change the towels on the second day... Also they take lot of...
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
Aquil123,27 October 2014,"
Bangalore, Karnataka, India
",4,awsum stay!!!!,"
Excellent place with beautiful gorgeous view spent 2 nights in the hotel.Friendly and efficient group of staff. And the food in house tasted really good!
I strongly recommend the hotel for those who really want to spend their time without any disturbance and away from the city center.
",,"
Ooty - Elk Hill, A Sterling Holidays Resort
"
