Review,Pos/Neg,Correlation
"
We visited resort on 02 Nov stayed in the studio apartment for 3 Nights. The resort is next to Club Mahindra and the Elephant Court in the same lane. It is small but very beautiful. There are several huts which add to an authentic look of a jungle. The food in the restaurant was very good, however slow service for...
",neg,0.8
"
We stayed here for 3 days and were 2 couples....had the best time within the resort...being in Goa we didn't feel like going outside....the location is a little off ....closer to Panjim and we were more of North Goa kind of people....otherwise the rooms were just too nice
The inhouse parties are a good attraction
I screwed up a locker...
",pos,1.0
"
People were full of hospitality, place was good, But distance from all the places was a huge distraction. To compound the issues the taxi services are at exhorbitant prices. We had a ball of a time during the Valentine day celebration at the resort. Overall a good place to stay if you have an own conveyance
",neg,0.8
"
I am a sterling member so I chose this hotel for a 2 day stay along with another 2 days at Villagio in South Goa - another sterling resort. The resort is amazing and gives a different feeling altogether with the Palm trees and Villas like construction with a beautifully shaped swimming pool in the centre! I loved the time...
",pos,1.0
"
I had a stay with my friends.The rooms are so large spacious with lots of furniture. we had a stay for 2 nights.The dinner was good.They play a movie in the garden with dinner.The food in the restaurant is soo good.The cocktail is the best one i like .The staffs are so kind.Some care should be taken in the toilets.Then...
",pos,1.0
"
The welcome of the rose petals set the scene. We had three nights so that we were able to have one day completely at rest to enjoy the hotel.
Moderate in pricing but well worth the money to savour the experience of living & relaxing for a three days.
There are plenty of quiet areas although the pool is quite...
",pos,1.0
"
The staff of Club Estadia are very helpful.
Had a wonderful poolside party on Valetine's night with host Parikshit.
Room service need to be a bit faster.
Overall stay was excellent. Resort upkeep is good
",pos,1.0
"
On arrival at the Estadia, Quick and efficient check in. Reception staff and concierges helpful and friendly, My husband and I stayed there because he won a free room . I had read a lot of reviews prior to our stay and was a little nervous. First, the Property is not in good shape need renovation badly. The rooms bit...
",neg,0.8
"
I had stayed for 3 nights with my family. This is my second visit at Club Estadia Goa. Rooms are well appointed, specious, very neat and cleaned. All the staff are highly courteous. Specially thanks to all the Front Desk staff.
Very well located hotel for business trip.
",neg,1.0
"
Last month I visited Goa club estadia with my friends.Starting with the first impression of the resort Front office team greeted us with nice welcome drink called Kokam and our check-in was done with in no time.The minute we were taken to the rooms,it was decorated with towel art beautifully ,then we requested the travel desk to make some plan...
",pos,1.0
"
making it short and simple.I would like to complement and thank all the staff of club estadia. Starting from front office to H.k team they are so assertive and prompt with there service.Food is delicious spl thanks to Chef Biogi to prepare requested food and top of it the activity manager PK made our time memorable.This trip to club estadia...
",pos,1.0
"
We recently (9th to 13th March 2015 we, couple, stayed for four days. Nice location, well maintained resort. Food is reasonably good and prices are also reasonable. Service is also good. Internal transport (battery car) to be doubled, at least in peak times. Some cutlery should be provides in the room as a standard. Bird songs in the mornings is...
",neg,0.8
"
It was a pleasure being at sterling resorts
It is far from the city but definitely a good property.
Pros
Excellent property
Amazing breakfast range
Very helpful staff
Nice ambience and lobby
Scenic location
Cons
No AC even in suite rooms.,
(though not required as it is a hill station) No bath tubs in premium suite room is a real...
",neg,1.0
"
Overall it was a good experience staying at Sterling Resort. The resort is around 15-20 kms away from Munnar town and is located next to Club Mahindra.
Positive:
1) Location: As it is located away from the town it's very peaceful. You just hear the birds and crickets chirping. The view is also amazing as you can see the valley...
",neg,1.0
"
Though 15 kms away from town, but excellent landscaping & good for leisure vacations in a resort. All rooms excellent. Food service & house keeping very good. Planning of evening by trained professions enjoyable.
",pos,1.0
"
It was a good stay, though short.
Mysuggestion is to give ground flooe rooms to the elderly. I am 72 with knee problem. The room access was a climb for about 60 feet and 3 stairs to third floor'
We went by car and we could take our trips around at our own pace.
",neg,0.6
"
The location of the property is far away from the city, however the location really good.
The Property is well maintained and well furnished. Staff is very co-operative over there.
The restaurant is also good along the the great options available.
",pos,1.0
"
To describe my experience, I would simply say-WOW..!!!
The first thing I noticed about the resort was its beautiful location.. Lush green tea estates soothe your eyes and make you resonate with nature.. Each room of the resort provides a beautiful view of nature. Mornings are a treat to your ears in the form of melodious chirping of birds.. You...
",pos,1.0
"
The Resort is excellent.
Few Facts :
1) 22-25 kms away from Munnar.
2) Resort has good recreational facilities.
3) You can get a car for hire (rates negotiable) just outside the resort.
4) Food is good.
Highly recommended for people who want to stay at 1 place and enjoy in tranquility.
",pos,1.0
"
The best part of the resorts was food. Food was delicious at very reasonable prices according to 4* property. Special treatment and care was given by Head Chef Mr. Jafar Khan. He is very polite and caring. Whole staff was very caring and polite. House Keeping was also good. The resorts is 20 km from Munnar but its worth because...
",pos,1.0
"
The munnar is beautiful hill station. nice weather. We went there for 2 nights. The resort nice view. very good room & hospitality. The staff are very helpful. Their food excellent. Breakfast lot of variety & tasty food. Dinner outstanding with many varity & value for money.
",pos,1.0
"
We had stayed in this resort in Feb 2015.
This is a sprawling property with large rooms and suites.
Very courteous staff who are eager to attend to your needs. We had placed a request for an early check-in which was accommodated.
Great place to stay in.
",neg,1.0
"
Pros -
Location, Aesthetics, Breakfast spread
Cons - Slow front desk, Manager uncooperative (the one on 15th evening), poor service.
Thanks to mr karsshan kumar and shivakumar for all their assistance.
",neg,0.6
"
name says sterling resorts, but a very experience no cleanliness maintained, food was bad, a lot of disturbance near resort, room service was very bad.
I dont prefer going next time here as it is a waste of money not able to relax.
",neg,1.0
"
I am pretty sure this is the best sterling property around. Stayed here for 3 nights and the whole experience was really wonderful. The place seems recently renovated and the rooms are good sized and very stylish. Sleep quality is pretty good. Pity there is no balcony in studios (I believe only 2 bedroom apartments have a balcony). The amazing...
",pos,1.0
"
Upon being invited by the Sterling holidays for a complimentary stay at their resort, it was rather late when we realized it was a sheer waste of time and money. I'd like to give a very clear comparison between Sterling and Club Mahindra as we had experienced complimentary stays at both their resorts.
At Club Mahindra: It was an absolutely...
",neg,1.0
"
Rooms are quite spacious and neat. We were happy that there was a sofa cum bed which accommodated my sons well. Toilet was neat with hot water facility. We had no Wi-Fi which can be considered and it was quite tiring to climb all the way to the room . there should be some small car sort of thing which...
",neg,1.0
"
It was great experience staying. The food is good. The in house amenities are excellent. We could spend quality time inside the property. The location is near to all the places to see in Kodaikanal. Lake is just a walk from the hotel. Hospitality was excellent.
",pos,1.0
"
We were there for 3 days at Kodai by The lake from 28th Jan. to 01st Feb. 2015. Superb location. very beautiful, clean & well maintained resort. Service is excellent. Staff is very friendly. food is very good.Though little far from market place but convenient. Cabs are easily available.I would surely like to visit this place once again in future....
",neg,1.0
"
The cleaning & housekeeping staff are wonderful. I cant say the same about the reception staff who always seem to busy to address customers needs. I suggest that Sterling members get some preferential treatment or a seperate desk from the walk-ins and the customers who are paying for their rooms and not belonging to a Sterling time-share.
While the property...
",pos,0.8
"
One Of the Best Resort in India Excellent stay,Fabulous food.Good Entertainment Palce.They are Conduct a Activity In Daily basis Cost is low Fun Is more,Free Wi-fi Zone Available,They are Maintain the Resort Clean and Neat.
",neg,1.0
"
First of all,the location of the hotel is different from what it shows in Google Maps.All the best trying to find it.
The hotel does not provide you basic toiletries in the bathroom like toothbrush,toothpaste. No hand towels.
The rooms are not carpeted neither they provide you slippers. They have certain categories of guests : Sterling Members, booked by other...
",pos,1.0
"
Starting with the bottom line, unless ur a Sterling member (in which case staying here is a no brainer), there is nothing exceptional in this resort worth mentioning and there are cheaper and better options in Ooty in terms of food, view, location and service. v came here from Hill country Lovedale and the service quality n location there was...
",pos,1.0
"
We had booked the fern based on ratings on tripadvisor but our experience was bad.
The Origin starts from navigating to the hotel the Google coordinates have been entered wrongly and when the hotel staffs response was they have got this complaint from others too but they can't do anything . We had prebooked through makemytrip so we had no...
",neg,0.8
"
We visited as a couple in late april 2015 by making reservation through a family member having membership of sterling. Our stay was average. Things to note:
Resort is little far from main ooty area. No real options nearby for eating.
View from restaurant is great
approach road is horrible
Studio rooms located at lower level have a fantastic view...
",neg,1.0
"
Let me be very specific....
We booked it on our membership of this Timeshare company.
This is a renovated property, renovation almost done.
Staff very good, excellent hospitality, nice food and nice rooms.
Slow room and housekeeping services.
Very good location.
Extra bed (sofa cum bed) quality isn't good at all in few rooms.
You need to talk to the...
",pos,1.0
"
The view from the hotel room was simply breath taking. The food was average.it definitely needs to be improved. The housekeeping did a good work. Its situated away from the city so is a bit difficult to locate it. Since our trip aimed at relaxing the hotel was apt. Felt fresh after seeing the view of hills fron the room.
",neg,1.0
"
Pros:
1. Excellent property - well laid out, cottages and rooms, good maintenance
2. Polite and courteous staff
3. Great in-door activities (shuttle, and events (zorbing etc.)
4. Excellent food with a great spread
5. Good set of cutleries for in-room dining
6. Great team activities in the evening - over a camp-fire
7. Good kids play area (smaller slides,...
",pos,1.0
"
Recommend this to any family visitor to Ooty. Well maintained rooms, excellent breakfast and reasonably quick room service. The two bad thing are the very average approach and slightly inefficient front desk staff.
",neg,1.0
"
Recently I had been to Fern Hill Ooty Resort. My experience is fabulous, I totally refreshed by environment, sight seen and location. The hospitality was excellent. Also they were having their own activity chart for a week. I recommend everyone to be there at least once in a life.
",pos,0.8
"
I had stayed at ooty fern hill from 20th to 24th of April. Stay was very comfortable, we were well received by Mr.Samrat(Front office duty manager) and his team of Mr.Kamal and Mr.Nagesh.
Also we would like to specially mention Mr.Sridhar(Rest Manager) who was very courtious in taking care of all our needs. Accommodation was close to 5 star comfort....
",pos,1.0
"
Peaceful location with all the amenities in the near by location. Got a warm welcome from the staff. Tasty food and helpful staff. Rooms are very comfortable. Can be great if WI-fi is also provided.
Recommended to stay atleast once.
",pos,1.0
"
we booked this place because its located at a solitude location. in the peak season all hotels, specially near all along the mall road are crowded. this is located bang opposite the banks of river.
location : best if you want peace on your holiday. also proximity to few local sightseeing areas is a plus. BUT it is lonely to...
",neg,1.0
"
Visited Manali Himachal Pradesh India in Oct 2013 for four Nights. Stayed at Sterling resort. Very good location not too far away from the main market area. Conveyance is easily available just from the gate.
Reception staff always ready to help. We got a sun facing guest room on first floor on request in the main building. The main building...
",pos,1.0
"
We were visiting in the thick of winter so the tiny heater in the room really helped. The hotel overlooks the snow capped mountains so when you visit insist on a room with a view. They do offer sight seeing options etc however they dont have wi-fi. The food is decent.
",pos,0.8
"
Stayed for 1 night at Sterling resort Manali. Location of the resort is good and views offered from open areas, restaurant is good. The good news ends at this point
The resort needs renovation for rooms, restaurant and reception area. Studio room provided to us in adjustment wing was old style with broken furniture. Kitchen equipments were old and needs...
",neg,0.8
"
We stayed for 2 nights at Sterling's Manali resort. It seems a decent size resort with urgent need of renovation.
We were given room on 2nd floor of the adjoining wing and it was quite run-down. Furniture was broken and kitchen equipments were quite old.
Restaurant did not serve buffet meals, as occupancy was low. Restaurant has good setting and...
",neg,1.0
"
To start with, my first day experience was not good when I was given a small room on 1st floor.
However the staff was very cooperative who immediately realizing my dislike shifted me to 2nd floor with a good view and a balcony.
Location wise i felt it was peaceful since it was bit away from the main town.but there...
",pos,1.0
"
Like other sterling resorts, this is also one of the affordable resort. We stayed in 301 and 302  on 3rd floor - rooms with good view of mountains. Rooms were spacious and clean with big size windows. Location wise its ON Naggar road and NOT in main manali which google map shows. Its around 4 km from mall road....
",neg,1.0
"
I had booked 2 studio rooms at Sterling White Mist Manali for 5 nights during Oct 2013 through RCI. The resort's location, upkeep, food, service and staff is excellent. I have stayed at many other hotels and resorts in the past but did not find such a great staff anywhere. The service is almost instant and you will find someone...
",neg,1.0
"
We stayed here in month of september 2012, as it was my first trip to manali i was awed by the beauty of himalyas on top of it the hotel was so peacefull and clean that it added serenity to our trip. i suggest everyone to try this hotel and you will not regret food is ok nothing to baost...
",neg,0.6
"
We booked this through our manager in Chennai - coming from US, I do not expect great rooms but I do expect Best Food and great service.
The rooms they checked us in was never cleaned before I guess!!!
To our horror we found empty 5-6 whisky bottles, lots of dirty linen stuffed in closet, soiled mat for the bathroom....
",neg,1.0
"
We had been to valley view resort for 2 days, booked it through bookings.com. had booked 3 rooms, all three rooms were newly renovated.....valley view was absolutely worth staying....but the only concern was the security issues......rooms bolt was very cheap.....windows were not locking properly....missed my peaceful sleep just thinking about the windows.....activity center had organised some fun activities.....Mr.Vadivel was very...
",neg,0.8
"
After two long years i thought of to spend holidays with my family, I have gone through the reviews of TripAdvisor which were not giving me good support to spend @Sterling,I took a chance through agoda.com having great deal. We were welcomed a warmth by resort staff, from the starting of my till check out me and my family enjoyed...
",neg,1.0
"
Being a non - profit organization we wanted to have a convention for 3 days for over 250 persons. We had taken up as much as 85 rooms from 19th - 24th February 2014 in Sterling Valley View resort in Villapatti. From the day we initiated the discussions, the Sterling management was kind enough to support us in our decision...
",pos,0.8
"
Greetings!
Had a pleasant stay at Valley view.
Thanks for your good support and very kind generous service offered to us during our recent stay in your resort especially the room service (Mr. Devasish) and House Keeping (Mr. Nagaraj).
Hands off to all your staff.
Thank you once again for offering us a pleasant stay.
Regards
Karthik & Sindhuja Karthik
",pos,1.0
"
We stayed der for 3 nghts n 4 days n d total experience was awesum d staff was very helpfull specially d bell boys n d house keeping.... these r d ppl bcoz of whom d resorts get der name so kudos to dem apart from dat rooms activities etc ver superb n especially d bonfire good experience.so if u...
",neg,0.6
"
i stayed in this exquisite property for 2 nights during end of January 2014. The experience was amazing. it really defined a Holiday resort with lots of extravagent greeneries around, kind staff (interestingly HINDI speaking !) good food, well appointed INDOOR game area with total security. I thoroughly enjoyed every moment of stay.
",neg,0.8
"
I was in for a pleasant surprise when i visited the resort for the second time.The resort is spacious with lots of greenery, nice views of the valley from our room. The staff at the resort in particular, Ms Meena and Mr Abdul were very helpful.The rooms were neat and clean with very good room service. We opted for their...
",neg,1.0
"
I stayed in this resort between 24-26 Jan 14. The rooms were comfortable and spacious. the staff were courteous. The facilities in the location was adequate. food was decent. the ambience was excellent.
",neg,0.6
"
I stayed at this Sterling property from 21st Jan to 23 Jan 2014. This was a good choice in terms of quality and value for money. The staff was courteous and helpful. The food quality is good however the menu need to have more variety.
",neg,1.0
"
Me being a Sterling Time Share member did notice some tremendous improvements on booking, contacts, coordinating with the member for booking needs and finally the resort and the staff there. Stayed there for 2 nights. Ambiance is good. Rooms are comfortable. Amenities like Hot water etc are running well. Food is to acceptable standards and affordable. Staff was also really...
",pos,1.0
"
We had planned a holiday at Sterling Wood n Spice and am glad to state that we indeed had a very pleasant and comfortable stay.My top rating goes to the housekeeping team who are doing a wonderful job.The cottage where we stayed was well furnished.The Flavours restaurant serves a good cuisine.However it is terribly understaffed.It needs to be immediately addressed.The...
",pos,1.0
"
The resort is at the very end of the road and surprisingly pleasant. The combination of woods and green is very charming.
We opted for rooms on the second floor at extreme ends of the corridor as they are spacious in comparison to the rooms in the center.
You will also get an opportunity to meet a national award winning...
",pos,1.0
"
We visited Thekkedy in first week of October for a couple of days. While the resort(Sterling's Wood n Spice) was acquainted with all modern amenities, the traditional ambiance was something we relished during our stay. The staff was really nice and cooperative(especially travel desk and the reception). Food was very good and was certainly moderately priced. We were lucky enough...
",pos,1.0
"
This is my first travel towards kerala and surprisingly I'm loving it. Because superb climate, people, festival, backwater and many more. When I enter into hotel and their welcome really superb. Room condition is good.
",neg,1.0
"
We were stayed for two days.very nice place as name suggests,it's a wood hotel and near sanctuary.it has good surroundings and food.We like this place very much.children also enjoyed swimming and games available there.
",pos,1.0
"
Wood n Spice holiday resort of sterling is a place with different concept. Rooms are small in size but one certainly enjoy the overall ambiance and the village type concept. Seeming pool is also nicely located. Food is good. Staff members are cooperative.
",pos,1.0
"
It was extremely surprising to me, when i was offered a room at Sterling Thekkady, even though i went there without booking reservation voucher under the holiday timeshare membership. On an average it takes atleast a day or two to making a reservation with sterling. But it was extremely surprising to note that the front office staff immediately offered me...
",pos,0.8
"
Visited this resort in Oct 2013 in Diwali. Property is well located near the jungle. Climate was pleasant, Resort was clean but not up to the mark. Swimming pool was cleaned once a day, In evening the insects were enjoying the pool. Food quality was good, specially the special stall which were arranged outside restaurant for diwali purpose. Resort was...
",pos,0.8
"
Bad experience there... Everything in this hotel is wrong... Staff is not friendly at all, bed sheets in the room are torn, too much of wooden work inside makes the rooms claustrophobic, food really average, have nothing on the menu for kids, if you would ask for a simple milk shake (any) the chef would refuse to make saying we...
",neg,1.0
"
We stayed here for 1 night.
Pros:
1. Friendly staff
2. Good location - right on highway
3. Good and friendly staff
4. Good entertainment facilities
Cons:
1. Bfast menu and services can be improved
2. Room decor can be better
Overall since we got a good deal it was value for money for us.
",pos,1.0
"
The Hotel is really nice with a large lawn and a small swimming pool. We enjoyed a lot while I was here with my family. Though the restaurant was little expensive, the food was good. The room is spacious and the bathroom is very clean. The location of the hotel is far from the city, but we enjoyed since it...
",neg,0.6
"
Enjoyable stay made all the better by friendly staff. Good swimming pool. Food was very good, with a choice of having a full meal or snacks. At the weekend traditional music in the restaurant. Room was comfortable, but not exceptional. Our lasting memory is of the helpful friendly staff, we hope to stay again.
",pos,1.0
"
This hotel is cramped and the rooms are very small. The location does not give you any feeling of lonavala. The rooms have a bad smell specially the towels smell very bad. The food is highly over priced. Funny thing, they will charge service tax on the buffet menu also.
The rooms on first floor face a garage on the...
",neg,0.8
"
I stayed at the Lonavala Under The Over between 10th to 11th Nov 2013, (Room no 109), it was a one day unplanned halt but i did it to check out the property since its has been acquired recently by Sterling Holidays. I am a member of Sterling Holidays
Have earlier visited & stayed at the Munnar, Thekkady & Ooty...
",neg,0.6
"
Stayed there in July 2013. aproach road of the hotel is very poor, you could hardly locate this hotel from main road. however after entering the premise you will feel better.
Hotel is good on cleanliness and service. food is just average but their buffet breakfast is quite good.
Though seems to be a little overpriced now.
",neg,1.0
"
We visited in Nov-13 diwali vacations. Resort was full as expected due to diwali vacations. Their rooms & size of resort are pretty small compared to manali or kodai resorts may be its leased from some shringar resorts not their own. Location is good from logistical point of view since exit to highways are just next to them. Town is...
",pos,0.6
"
We went to under the over as sterling members. its a very average stay. Not a great property as sterling promised. Food was good, services were ok. Staff was polite but inefficient. Facilities were very basic. they have a small pool. evening activities were good.
Its a budget hotel.. nothing grand but stayable.
",pos,0.8
"
Nice hotel for three star property...Its small Hotel but Clean hotel, Rooms are good and clean...Food is very good but very expensive...If u are travelling by your own car than its recommended.. overall experience was nice..
",neg,0.8
"
had a good time to relax. near to the highway. room was clean and spacious. restaurants are excellent and the food is best. enjoyed with family hick up was swimming pool is terrible, neither clean and nor maintained. enjoyed with family
",pos,1.0
"
The start was itself soothing when I rang them up for reconfirmation . Mr Raj Kumar on reception was such a soft spoken and warm person that it assured to good times further . Room , housekeeping , activities were all friendly and relaxing . Food as such and the ever smiling Mr Bala and Mr Daniel Raj in restaurant...
",neg,1.0
"
We experienced good service at the resort. We were two families travelling together, and we were allotted two 2-bedroom suites opposite each other. As each of the suites had two bathrooms, we were able to get ready quickly before heading out in the morning. The elevator is being replaced, and we were told it will be in place in a...
",neg,1.0
"
Overall a really good experience, especially topped by the personal focus from most of the staff. They are truly focused on guest having a good time, rather than getting a tip like in most other similar facilities.
Food was excellent, especially when chosen in buffet option. Premises looked really inviting and location is great for Ooty, being one of the...
",pos,1.0
"
The facilities were very good. Food was outstanding. Travel desk provided poor quality cab, all other aspects were excellent. Buffet breakfast and their sevices were exceptional, we had a great time out at sterling.
",pos,1.0
"
My first experience with Sterling and didn't meet the expectations. Though rooms and the bathroom were clean and really lit the mood to stay for couple of days, their room service was pathetic.Food served was not hot. Used plates were not taken back. One of the rooms didn't have a working geaser. Very expensive food.
",neg,1.0
"
The Resort stay was Good, even though the building was old, the rooms where maintained nicely, the location of the resort was nice at the hill top, the food and service was good, In room dining was expensive. The Kids Play area was well maintained
",pos,1.0
"
As Time Share owners we were happy to see Elk Hill after its renovation....Clean rooms and Homely atmosphere...we made our booking after a warm and friendly reassurance from Mr.Sridhar that he would give us a clean and renovated room.Thank u sridhar...,The happy smiling faces of the front office staff and the Hot Lemon Tea refreshed us completely.we were given a...
",pos,1.0
"
The ambience, service, room quality, food. Everything which can be noticed performed very well, and must say we are delighted by service. Indeed is little heavy on pockets but worthy and value for money is quite high. I would recommend 5 stars. Must say for everyone.
",neg,1.0
"
We are in travel agent, We would like to inform you bring your kind information that , As we booked 10 rooms in your Hotel for our Executive Guests on 18th July 2014. As we agreed camp fire & Light Music also in our agreement. But you people are did not arrange properly camp fire on time because of your...
",neg,1.0
"
I have visited Elk hill resort during first week of November 2013. Resort situated at Elk hill of Ooty which is very peaceful place. Rooms were good with most of all aminities. Service was bit slower that may be because of pick season. Complimentary breakfast had good variation. We booked 3 rooms. We face main problem with hot water for...
",neg,1.0
"
It was a short trip to yercaud (march 29 to 30-2015) with my family and we loved the stay at this resort.
The location and view from room are excellent where you can see entire salem town.
And about the food-its really awesome and tasty-variety of food and choices are excellent.
Room service are up to the mark...The resort is...
",pos,1.0
"
Visited Yercaud in the weekend of 21st to 23rd March 2015 and being a Sterling member, it was the obvious choice. Did not go with high expectations as the last experience with Sterling (Ooty) was pathetic to say the least but I was pleasantly surprised. Right from booking to Check-out - was a smooth process. Inspite of the weekend crowd,...
",neg,1.0
"
Awesome Place, fantastic hotel and excellent staff.
We were on a one day trip to this place and starting from the Hotel Manager to the service staff, every one was more than welcoming despite the high occupancy over the long weekend.
We went to this hotel with no expectations but they surely are doing a great job in engaging the...
",pos,1.0
"
The resort is well built.Room is very comfortable with all basic amenities.The front office staffs are very polite and respectful. The restaurant ambiance is very good.Staffs are very well behaved, heeding to customers requests. The food served is tasty and sumptuous at affordable prices. Mr.Ilango at the restaurant was very caring so also a couple of other staffs whose names...
",pos,1.0
"
Amazing location. Very friendly front office staff (specifically Sunitha and Jyothi) and the restaurant staff (Govind) who made it really worth for a memorable stay there.
Good place for a short holiday (around 2 nights, 3 days)
",pos,1.0
"
The best part of our vacation was the Resort itself, The room have extremely good view of the salem town. The rooms are renovated and good, The staff are very well trained to be courteous, they are trying their best to make us comfortable, The Holiday activities as good and had our kids busy all through the trip. The sound...
",pos,1.0
"
This property had a facelift. We booked studio apartment which has sofa cum bed and small kitchen area (wash basin and micro-oven). Located next to a tourist view point (lady seat) it feels great to be in the resort.
Everything was new in the unit which we stayed.
We took combo offer breakfast + dinner option which was reasonably priced....
",pos,1.0
"
Exceedingly well experience. Our room was two beds room and newly renovated. Reception, check in, room cleanliness, staff response, house keeping, activity room etc were better than expected. Due to lower occupancy during that period (4th Feb 8th Feb 2015) the restaurant has not been used. Property is maintained well. Front desk and travel desk people were eager to help....
",neg,1.0
"
Resort stay was excellent and enjoyed the food. Pleasant stay and clam whether to go for a outing. Visit to Gents point and Ladies point was extraordinary which was just about Sterlings Resort.
Overall service of the resort was awesome and enjoyed the time spent during the visit to Waynad, will visit again soon....!!
",pos,1.0
"
Visited Yercaud towards the mid of Feb when it was surprisingly hot.
Since there was not much to do outside due to the weather we spent most of quite some time at the resort.
The hospitality and service offered by the resort are very very good.
Rooms are very clean and well kept though they are slightly small. Balconies offer...
",neg,0.8
"
6 of us traveled to Karwar and took 2 rooms for 2 nights here; one of the rooms had space for an extra bed but another room was so cramped that after putting the extra bed there was no place to move. The rooms and bathrooms are neat but to our great dissapointment we suddenly found that the bed had...
",pos,1.0
"
We booked a deluxe room for a night. The staff were friendly on the phone. They accepted my discount request. Before we check-in we usually inspect the room. We were very disappointed with the room: Because it was kept closed, the room was smelling and the bathroom fixtures and maintenance was poor. I wish they pay more attention to the...
",neg,1.0
"
Hi,
We have booked this for 4 nights, but due to the bad service, uncleaned rooms, stinking bathroom,room and bathroom which needed sweeping and moping, over priced menu with average food, no activity in the property and no intimation to us, inspite of having 4 nights booking, we checked out from the property in 1 night.
We were welcomed with...
",neg,1.0
"
1) Travel Information: We began our 21 Nights 4500 Kms tour from Lonavala to Kerala and this hotel was our first stopover.. It takes @ 9 - 10 Hours to reach here & is @ 660 Kms from Lonavala.
We stayed at this hotel from 04/11/2012 to 05/11/2012 for 1 Night.
We were facing some problems in locating the place...
",neg,1.0
"
The staff and their service culture is really great. The property is in good condition and the rooms are well equipped and comfortable.The day trips organised by the hotel are quite good.
The only thing is its not on the beach side.
I would love to see this hotel improve the food offering and also the price of food to...
",pos,1.0
"
The hotel is good and easily found from the highway. We enjoyed the stay in sterling. Food and service both are good. The only thing is its not on the beach side, otherwise it could have been even more exciting. beach is almost 3-4 km away.
",neg,0.8
"
The Hotel is new and in good condition.It is about 25 mins away from Karwar railway station (Rs 400 by cab).We were received a traditional welcome with a tikka on the forehead and a kokum drink.Nice and clean rooms.Good Interiors.We got a room overlooking the river.
Food is very expensive in the Hotel's restaurant located on the first floor and...
",neg,0.8
"
Stayed here on the way to Goa. Located on the highway, so its a good option for a stopover. Being off season probably, the hotel did not have prominent lighting, so spotting it at night was a little difficult. Friendly staff, neat room. Breakfast was good. Did not use any of the facilities as it was a short stay.
",neg,1.0
"
good resort; friendly staff, beautiful location. we went in aug 2012,welcome was good , we had a room facing the mountain, the view was awesome. our kids enjoyed a lot. swimming poll facilities need to be improved. overall nice experience and friendly people
",pos,1.0
"
Hotel was good but quite far from the railway station.Hotel people charge too much if wwe ask them for pick-up and drop facility.Instead hire a Auto from the station to hotel.Ambience and facilities are good.Not much crowded like Goa.Cool place to relax with swimming pool and body massages.
",neg,1.0
"
The property is a little distant about 4-5 km from the city. Can be considered to be plus point if you want to enjoy the nature. Though it is not a big property but the peaceful surroundings and river on the backside adds to the beauty. Approach road is very good. People are there to help you including the hotels...
",pos,1.0
"
The Sanctuary is very good value for money. We had booked it at INR 1500/night (incl. breakfast) for 4N/5D. The resort is about 4-5 Km from Dharamshala market and you need a vehicle to roam around. Secure parking is available.
Highlights - Rooms are great at the price offered. North Indian food is awesome. Staff is very helpful and friendly....
",pos,1.0
"
I booked the Sanctuary as I was visiting Dharamsala for a few nights to watch the India v England cricket match. The town of Dharamsala is quite spread out, and this place is around 4km from the main part of town and very peaceful.
I arrived fairly late on the Saturday night after a 200km drive from Amritsar, even though...
",neg,0.8
"
Its been a great pleasure to share our experience in Sterling Holidays. We had a great time over there. For us, the customer service provided from their end make quite happy as its like home away home.
Only what went wrong was about the room heater, as it is not that much effective through out in the room.
Other than...
",pos,1.0
"
This was one of the best exeperience of my life. Property and its location , which shoudl be called heaven. and the view from my cottage was awesom. Service was superb and meal is tasty. on the top of it there are so many things for children to play and activity centre for kids as well. The room we stayed...
",pos,1.0
"
Me and my familiy friends visit this place Feb first week,The area around where the resort is placed is beautiful. The views are simply breathtaking. It overlooks the beutiful kodai lake . My stay here was delightful as there were so many activities to do. The staff are really respectful and hospitable. I would love to visit the resort again...
",pos,1.0
"
Everything is excellent.being a member ill say super resort.
But poor in parking facility.thr is no car parking.ve to place car on d road
And also d tast of the food was excellent.but d price is not at all reasonable.very high price
As a member and a guest i request d sterling team to make a note and take a...
",neg,0.6
"
WARNING!!! This hotel location looks good on map but fact is its located on a remote corner of the lake. NOT WALKABLE TO ANY MARKET, SHOP OR EVEN LAKE. you have to pay cab Rs 150 for a ride to market and another 150 back. That is the most frustrating part. Be aware of this.
Otherwise, this is nicely designed...
",pos,1.0
"
We were there for 2 days,the service provided by the management and the staff was excellent. The front office staff were very friendly and supportive. Excellent food and prompt service. Superb place for a vacation with really good hospitality. we will always recommend this hotel to everyone.
",pos,1.0
"
this resort is only meant for the sterling members and not for others.if a non member goes then the price is not worth.for members it is good.overall the resort is nice service was good.security guys are very helpful.overall not bad.
",neg,1.0
"
Pros:
- Great location.
- Complementary events (like bonfire, DJ nights) on weekends.
- Excellent food (its really hard to find good non-south Indian foods in Kodaikanal)
- Ayurvedic SPA facility.
- Group events like PaintBall etc available on request.
Cons: (Not much, minor complaints)
- In-room accessories are very minimal (like no bathroom slippers etc).
- Complementary events are...
",pos,1.0
"
My experience is very bad. Right now i am staying in the resort. The management of the reaort is very bad. It took around 35-40 minutes for check-in. I had already booked the room from before hand. I have not been given the room category which i had booked. There are rooms available also in that category but then also...
",neg,1.0
